rate,location,rest_type,dish_liked,cuisines,cost_for_2
4.2/5,JP Nagar,Pub Casual Dining,Cocktails Pizza Fries Pasta Chicken Sizzler Mocktails Long Island Iced Tea,American Chinese Continental North Indian,1200
4.2/5,JP Nagar,Casual Dining,Paneer Tikka Bhuna Gosht Andhra Meal Chicken Biryani Chicken Guntur Chicken Sholey Kebab Andhra Biryani,Andhra North Indian,800
3.7/5,Basavanagudi,Quick Bites,Masala Vada Pav Cheese Vada Pav Fries,Street Food,200
3.9/5,Bannerghatta Road,Casual Dining,Shawarma Biryani Chicken Grill Rolls Tomato Soup Haleem Sea Food,Arabian North Indian Chinese Seafood Biryani Rolls Beverages,900
4.1/5,Jayanagar,Quick Bites,Biryani Chicken Curry Paya Soup Paratha Mutton Keema Chicken Guntur Pepper Chicken,Biryani Fast Food,400
3.8/5,Jayanagar,Casual Dining,Vegetable Biryani Pineapple Rasam Cheese Garlic Naan Potato Cheese Ball Bamboo Chicken Biryani Chicken Skewer Fish,North Indian South Indian Biryani Beverages,900
4.2/5,Jayanagar,Casual Dining,Rice Bowl Salads Burgers Prawn Pancakes Salmon Fish,Healthy Food Continental Juices Salad Burger Beverages Desserts,800
3.5/5,Banashankari,Quick Bites,French Fries Burgers,Pizza Sandwich Burger Fast Food,150
3.9/5,Jayanagar,Quick Bites,Garlic Bread Sandwiches Aloo Tikki Burger Club Sandwich White Sauce Pasta Garlic Rice,Fast Food,200
3.9/5,Banashankari,Dessert Parlor,Friendly Staff,Ice Cream,150
4.5/5,Jayanagar,Beverage Shop,Sandwiches Thick Shakes Paan Shake Brownie Bomb Spinach Corn Sandwich Peri Peri Fries Paneer Peri Peri,Beverages Sandwich,300
4.2/5,BTM,Casual Dining Microbrewery,Paneer Tikki Mutton Raan Mango Margarita Craft Beer Lamb Kulcha Kheer,North Indian,1600
2.8/5,Shanti Nagar,Casual Dining,Thukpa Hakka Noodles,Chinese Tibetan,500
3.7/5,JP Nagar,Casual Dining,Fish Kosha Mangsho Mishti Doi Aam Panna Prawn Nolen Gurer Ice Cream Luchi,Bengali Mughlai,650
4.5/5,BTM,Casual Dining,Paneer Tikka Chowmein Pizza Mocktails Tandoori Aloo Pasta Alfredo Murgh Patiala,Continental Mexican Chinese North Indian,800
3.0/5,Shanti Nagar,Casual Dining,Biryani Chicken Kebab Andhra Meal Lime Soda,North Indian,500
3.9/5,JP Nagar,Quick Bites,Thali Dhokla Samosa Poha Club Kachori Paratha Tea,Rajasthani,300
4.3/5,Jayanagar,Dessert Parlor,Khara Bun Mousse Veg Puff Rich Chocolate Cake Fruit Cake Chocolate Truffle Rolls,Bakery Desserts,500
3.8/5,Jayanagar,Dessert Parlor,Waffles,Desserts Beverages,350
4.1/5,Jayanagar,Quick Bites,Noodles Pasta Schezwan Momos Chicken Momo Teriyaki Chicken Thukpa Fries,Chinese Fast Food,300
4.2/5,Basavanagudi,Quick Bites,Masala Dosa Sandwiches Coffee Onion Dosa Rava Dosa Chaat Sandwich,Street Food Fast Food,250
4.0/5,Jayanagar,Quick Bites,Burgers Tea Ferrero Rocher Sandwich French Fries,Burger Sandwich Beverages,500
4.1/5,Jayanagar,Dessert Parlor,Rolls Ice Cream Roll Paan Ice Cream Coffee Vanilla Ice Cream Chocolate Icecreams Mississippi Mudpie,Desserts Ice Cream Beverages Fast Food Sandwich,500
3.9/5,Jayanagar,Quick Bites,Masala Dosa Coffee Pongal Tea Bonda,South Indian North Indian,200
3.6/5,Basavanagudi,Quick Bites,Burgers Fries Schezwan Burger Maharaja Mac,Burger Fast Food,500
4.2/5,BTM,Casual Dining,Panneer Butter Masala Chicken Tikka Mutton Curry Paneer Tikka Appam Roast Chicken Kerala Parotta,Kerala Seafood Chinese Biryani Juices,800
4.1/5,Jayanagar,Casual Dining Bar,Pasta Pizza Nachos Gelato Ravioli Jalapeno Poppers Cocktails,Italian Fast Food Salad BBQ,1200
3.6/5,Jayanagar,Casual Dining,Roast Pork Tai Pai Chicken Beer Sweet Corn Chicken Soup Masala Peanuts Chinese Chop Suey Chicken Lollipop,Chinese Seafood Biryani,800
3.9/5,Jayanagar,Casual Dining,Salads Sandwiches Pasta Mocktails Corn Sandwich Garden Salad Miso Salad,Fast Food Continental Beverages Salad Healthy Food,500
4.3/5,Banashankari,Dessert Parlor,Nachos Cup Cake Hot Chocolate Fudge Salsa Cheesy Garlic Bread Waffles Tiramisu,Desserts Ice Cream,500
4.2/5,Bannerghatta Road,Quick Bites,Burgers Chicken Popcorn Peri Peri Chicken Wings Peri Peri Burger Fries Crunchy Veg Burger,American Burger Fast Food,400
4.2/5,Banashankari,Beverage Shop,Berryblast Waffles Cheesecake Salted Caramel,Beverages Desserts Ice Cream,400
4.2/5,JP Nagar,Cafe,Waffles Burgers Masala Fries Crunchy Veg Burger Tiramisu Chocolate Pancakes Oreo Shake,Cafe Beverages Desserts,600
3.9/5,Jayanagar,Quick Bites,Rolls Biryani Mutton Seekh Egg Roll Chicken Tikka Chicken Roll,Fast Food Rolls,350
3.9/5,Shanti Nagar,Quick Bites,Rolls Burgers Sandwiches Nachos Sweet Lassi Fries Methi Paratha,Fast Food North Indian Rolls,250
3.9/5,Jayanagar,Quick Bites,Chaat Aloo Tikki Dabeli Panipuri Pav Bhaji Vada Pav Masala Poori,Beverages Street Food,200
3.7/5,Banashankari,Quick Bites,Chicken Biryani,South Indian Fast Food,200
3.8/5,Jayanagar,Pub,Mocktails Cocktails Beer Hot Wings Pasta,Chinese Continental Burger Pizza,1000
3.9/5,Banashankari,Cafe,Momos Mushroom Bruschettas Jalapeno Cheeseballs Pasta Red Velvet Shake Red Velvet Milkshake Maggi,Cafe Fast Food Continental Chinese Momos,800
4.0/5,JP Nagar,Bakery,Cup Cake Swiss Roll,Bakery Desserts,500
4.3/5,Jayanagar,Casual Dining Cafe,Mushroom Soup Salads Halwa Thali Salad Millet Pizza Misal Pav,Healthy Food Cafe Beverages,800
4.1/5,Jayanagar,Cafe,Pizza Nachos Rolls Veggie Roll Sandwiches Burgers Mango Shake,Cafe Fast Food Beverages,400
3.8/5,Banashankari,Cafe Casual Dining,Churros Cannelloni Minestrone Soup Hot Chocolate Pink Sauce Pasta Salsa Veg Supreme Pizza,Cafe Mexican Italian,800
3.8/5,Jayanagar,Casual Dining,Pav Bhaji Chaat Sandwiches Coffee Noodles Masala Dosa Roti,South Indian North Indian Chinese Street Food,450
3.9/5,Basavanagudi,Cafe,Fries Oreo Shake Pasta Arrabiata,Cafe,700
3.6/5,BTM,Cafe,Fries Pasta Chicken Burger Sandwich Burgers Monster Burger,Cafe Continental Fast Food,700
3.7/5,Wilson Garden,Quick Bites,Pizza,Pizza Fast Food,800
4.0/5,Basavanagudi,Bakery,Macaroon Mousse Caramel Eclair,Bakery French Desserts,300
4.1/5,Jayanagar,Dessert Parlor,Paan Ice Cream Madagascar Chocolate Faluda Cheesecake Bubble Gum Ice Cream,Desserts Ice Cream,300
3.8/5,Jayanagar,Quick Bites,Waffles Sandwiches Maggi Thick Shakes Chocolate Sandwich,Ice Cream Beverages Fast Food,250
3.9/5,Shanti Nagar,Beverage Shop,Fruit Lassi Sweet Lassi Kulfi Banana Split,Beverages Desserts,150
3.8/5,Jayanagar,Casual Dining,Neer Dosa Sea Food Ghee Rice Marwai Sukka Egg Biryani Kori Roti Thai Fish,Mangalorean Seafood Chinese Biryani,650
4.0/5,Jayanagar,Casual Dining,Butter Naan Filter Coffee Pav Bhaji Vada Babycorn Manchurian Tea Paneer Tikka Masala,South Indian North Indian Chinese Street Food,600
4.0/5,Banashankari,Cafe,Pizza Mocktails Coffee Nachos Salad Pasta Sandwiches,Cafe Italian Continental,700
2.6/5,Shanti Nagar,Casual Dining,Mutton Biryani Shawarma Mutton Chops Pahadi Kebab Chicken Kebab Mango Shake Rolls,Mughlai North Indian Chinese,700
3.7/5,Jayanagar,Quick Bites Dessert Parlor,Biryani Thick Shakes Fries,Fast Food Desserts Beverages,400
4.2/5,Banashankari,Cafe,Mocktails Peri Fries Lasagne Pizza Chicken Bbq Wings Virgin Mojito Nachos,Cafe Italian Continental,600
3.0/5,Banashankari,Quick Bites,Chicken Grill Biryani Roti Chicken Masala,North Indian Chinese Biryani Kebab,450
4.4/5,Jayanagar,Dessert Parlor,Pizza Waffles Sandwich Hot Chocolate Fries Marshmallow Cheesecake Nutella Shake,Desserts Beverages,400
4.2/5,Jayanagar,Dessert Parlor,Choco Blast Waffles Coffee Nitrogen Ice Cream Brownie Sundae Nutella Waffle Kitkat Waffles Brownie Waffle,Desserts Beverages,300
3.8/5,BTM,Quick Bites,Burgers Fries Wood Fire Pizza,Burger Pizza Fast Food,1000
3.9/5,Jayanagar,Cafe,Momos Burgers Rolls Sandwich Hot Chocolate Tea Naga Thali,Cafe Fast Food Chinese,300
3.8/5,Basavanagudi,Quick Bites,Pizza White Sauce Pasta Masala Garlic Bread,Pizza Italian,600
3.5/5,Banashankari,Casual Dining,Gulab Jamun Roti Masala Papad Babycorn Manchurian Paratha Clear Soup Biryani,North Indian Chinese Beverages,600
3.9/5,JP Nagar,Food Court,Brownie Coffee Hot Chocolate Garlic Pops Chocolate Waffles Chocolate Avalanche,Cafe Desserts,400
3.5/5,Jayanagar,Casual Dining,Biryani Fried Rice Chicken,Andhra North Indian Chinese Mangalorean Seafood Biryani,600
4.1/5,Basavanagudi,Quick Bites,Benne Dosa Mirchi Bajji Filter Coffee Poha Tea Butter Dosa Crispy Dosa,South Indian,150
4.0/5,Banashankari,Dessert Parlor,Brownie Belgium Chocolate Tiramisu Ice Cream Sundae,Desserts,300
4.3/5,Jayanagar,Casual Dining,Pizza Pasta Salads Calamari Ravioli Pumpkin Soup Wine,Italian Salad,1300
4.0/5,Jayanagar,Quick Bites,Filter Coffee Tea Hot Coffee Hatti Samosa,South Indian Beverages,200
2.8/5,Banashankari,Casual Dining,Pesto Pizza,Pizza Italian Salad,800
3.7/5,Basavanagudi,Cafe,Pasta Pizza Burgers Pancakes Garlic Bread,Cafe Beverages,600
4.1/5,Jayanagar,Pub Casual Dining,Pesto Pizza Buffalo Wings Cocktails Beer Egg Ghee Roast Brownie Pepper Chicken,Continental Finger Food Seafood Pizza,1200
4.4/5,Jayanagar,Beverage Shop Quick Bites,Paneer Sandwich Sandwiches Burgers Momos Maggi Ferrero Rocher Shake Thick Shakes,Beverages Fast Food,600
4.2/5,Jayanagar,Cafe,Sandwiches Pasta Cobb Salad Pizza Burgers Calzone Fries,Cafe Continental Beverages,700
4.1/5,Basavanagudi,Casual Dining,Brownie Mojito Prawn Ghee Roast Corn Tikki Mushroom Ghee Roast Pinacolada Biryani,Andhra North Indian Chinese,800
3.8/5,Basavanagudi,Quick Bites,Sugarcane Juice Popcorn,Juices,100
3.8/5,Banashankari,Quick Bites,Sandwiches Noodles Sandwich,Fast Food Chinese,200
4.5/5,BTM,Cafe,Chaat Nachos Peri Peri Pizza Wedges Milk Shake Pink Lemonade Pasta,Cafe Continental Burger,900
4.1/5,Jayanagar,Beverage Shop,Masala Chai Coffee Masala Tea Maggi,Beverages Tea,100
3.6/5,Banashankari,Casual Dining,Pho Papaya Salad Coffee Veg Momos Rolls,Vietnamese,700
3.8/5,Basavanagudi,Quick Bites,Coffee Masala Dosa Vegetable Biryani,South Indian North Indian Chinese,300
4.0/5,Jayanagar,Quick Bites,Vada Masala Dosa Idli,South Indian Fast Food,350
3.7/5,Jayanagar,Casual Dining,Chicken Grill Ghee Rice,North Indian Chinese Biryani,450
3.9/5,JP Nagar,Dessert Parlor,Waffles Nutella Pancakes Nutella Waffle Mexican Fries Chocolate Overload Chocolate Fondue Ferrero Rocher,Desserts,400
3.9/5,Jayanagar,Casual Dining,Corn Augratin Lasagne Fries Garlic Bread Pili Pili Pizza Mexican Rice Ravioli,Italian Pizza North Indian Salad,800
2.7/5,Basavanagudi,Casual Dining,Masala Dosa,South Indian Fast Food Street Food,400
3.8/5,Banashankari,Cafe,Pasta Gelato Garlic Bread Mojito Nachos Paneer Pizza Mocktails,Chinese Cafe Italian,700
2.8/5,BTM,Quick Bites,Kachori Indori Poha Cheese Paratha Paneer Parantha Thali Poha Jalebi,North Indian Street Food,300
4.1/5,Jayanagar,Microbrewery Casual Dining,Cocktails Pasta Paneer Tikka Mocktails Wheat Beer Corn Paratha Misal Pav,North Indian Continental Finger Food American Asian,1500
3.9/5,Banashankari,Casual Dining,Spring Roll Manchow Soup Babycorn Manchurian Mint Cooler Roti Panneer Butter Masala,North Indian Chinese Continental,800
3.7/5,Basavanagudi,Cafe,Pizza Pasta Alfredo Brownie Garlic Bread Sandwiches Lemon Mojito Mocha Fudge,Cafe Italian Beverages,600
3.9/5,JP Nagar,Bar,Beer Momos Pizza Coffee Dragon Chicken Hot Pot Mocktails,North Indian Chinese Pizza BBQ,1000
2.9/5,Jayanagar,Casual Dining,Prawn Biryani Andhra Meal Veg Thali Fry Piece Biryani Gongura Chicken Paratha,North Indian Chinese Biryani Andhra Mangalorean,700
3.9/5,Wilson Garden,Casual Dining,Manchow Soup Shawarma Momos Hyderabadi Biryani Vegetarian Noodles Dragon Chicken,North Indian Chinese,450
3.9/5,Banashankari,Dessert Parlor,Waffles,Fast Food Desserts Ice Cream,400
3.9/5,Jayanagar,Cafe,Maggi Pasta Burgers Grilled Sandwich Latte French Fries,Cafe Continental Italian Burger,400
3.6/5,Banashankari,Quick Bites Cafe,Pasta Iced Tea,Italian Fast Food Cafe European,600
3.0/5,Jayanagar,Quick Bites,Lassi Chai Paratha,North Indian Fast Food Beverages Momos,400
4.1/5,Jayanagar,Dessert Parlor,Choco Hazelnut Belgian Chocolate Strawberry Sorbet Mango Sorbet Mango Cheesecake Mojito Belgium Chocolate,Ice Cream Desserts,300
3.9/5,Banashankari,Casual Dining,Tom Yum Soup Wine Spring Roll Singapore Noodles Manchow Soup Golden Fried Prawns Lamb,Chinese Momos Thai Vietnamese,900
4.1/5,JP Nagar,Casual Dining,Hot Chocolate Masala Lemonade Gourmet Pizza Nutella Pizza Jalapeno Poppers Thin Crust Pizza Wood Fire Pizza,Pizza Salad,800
4.1/5,Jayanagar,Cafe,Pizza Pasta Nachos Burgers Sandwich Tea Cheese Balls,Cafe Italian Pizza,650
2.6/5,JP Nagar,Casual Dining,Curd Rice Pongal Coffee Thali Noodles Pav Bhaji Masala Dosa,Chinese South Indian North Indian,650
4.0/5,Banashankari,Casual Dining,Sea Food Neer Dosa Anjal Masala Fry Coconut Pudding Chicken Biryani Roti Fish Curry,Seafood Biryani Beverages South Indian North Indian Kebab,1200
3.3/5,Banashankari,Quick Bites,Lassi Panneer Butter Masala Paratha Thali,North Indian Chinese,300
4.0/5,Jayanagar,Quick Bites,Coffee Thali Kharabath Masala Dosa Idli Vada Vanilla Ice Cream Bisi Bele Bhaath,North Indian South Indian Fast Food Juices,200
4.1/5,Basavanagudi,Quick Bites,Chocolate Sandwich Corn Sandwich Chocolate Sandwiches Lassi Chilli Cheese Chaat Panipuri,Fast Food Street Food,200
3.8/5,Basavanagudi,Casual Dining,Masala Papad Paneer Satay Vegetable Biryani Panneer Butter Masala Tomato Soup Manchow Soup Roti,North Indian Chinese Beverages,750
4.3/5,Jayanagar,Casual Dining,Veg Thali Matka Kulfi Pongal Buttermilk Vada Ragi Mudde Curd Rice,South Indian,400
3.8/5,Banashankari,Cafe,Garlic Bread Burgers Sandwiches Pizza Hot Chocolate Fudge Waffles Potato Wedges,Cafe,650
3.6/5,Shanti Nagar,Casual Dining,Mutton Biryani Noodles Butter Chicken Naan Panneer Butter Masala,North Indian Chinese,500
3.9/5,BTM,Casual Dining,Biryani Masala Papad Chicken Grill Dragon Chicken Paratha Roti Chicken Curry,North Indian Chinese Fast Food,400
4.3/5,Basavanagudi,Quick Bites,Kharabath Filter Coffee Idli Vada Crispy Vada Kesari Bath Hot Coffee Tea,South Indian,100
3.5/5,Jayanagar,Dessert Parlor,Waffles Cup Cake Chocolate Cake,Ice Cream Desserts Beverages,400
2.6/5,Jayanagar,Cafe,Coffee Sandwich Hot Chocolate Ice Tea Sandwiches Chicken Lasagne Pizza,Cafe American Pizza,450
4.1/5,Jayanagar,Casual Dining,Pasta Pizza Nachos Tiramisu Peri Peri Fries Mexican Bowl Mocktails,Italian Mexican,900
3.9/5,Jayanagar,Quick Bites,Coffee,South Indian North Indian Chinese,400
4.1/5,JP Nagar,Casual Dining Pub,Cocktails Pasta Hara Bhara Kebab Peppy Paneer Paneer Pizza Peri Peri Prawn Fiery Paneer,North Indian Continental,1100
3.0/5,Banashankari,Quick Bites,Neer Dosa Sea Food Pepper Chicken,North Indian South Indian Chinese Biryani Seafood,400
2.8/5,Bannerghatta Road,Quick Bites,Roti Chicken Biryani,North Indian Chinese,350
3.7/5,BTM,Quick Bites,Tandoori Chicken Butter Chicken Tandoori Roti Bhindi Masala Paratha Dal Makhani,North Indian Chinese,400
3.8/5,Basavanagudi,Casual Dining,Masala Chaach Tomato Shorba Gajar Ka Halwa Biryani Deluxe Punjabi Thali Rajma Paneer Tikka Masala,North Indian,500
4.6/5,Jayanagar,Cafe,Pizza Nachos Garlic Maggi Burgers Cheese Maggi Bruschetta Bites Sandwich,Cafe Beverages,400
3.7/5,Jayanagar,Casual Dining,Roti Vegetable Biryani Chicken Biryani,Biryani Chinese North Indian,700
4.0/5,Jayanagar,Cafe,Coffee Shake Pasta Buffalo Wings Sandwich Chicken Wings Burgers Fries,Cafe Continental Asian,750
3.8/5,Basavanagudi,Casual Dining Cafe,Paratha Sandwich Chilli Idli Noodles Sandwiches Lime Soda,North Indian Cafe Chinese Fast Food,550
3.9/5,Banashankari,Casual Dining,Chicken Biryani Ragi Mudde Mutton Chops,Biryani North Indian Seafood Andhra,650
3.8/5,Jayanagar,Quick Bites,Sweet Lassi Gulab Jamun Palak Paneer Paratha Paneer Parantha,North Indian Street Food,200
3.8/5,Banashankari,Quick Bites,Roti Masala Dosa,South Indian North Indian Chinese,300
3.9/5,Jayanagar,Casual Dining,Malai Kofta Sandwich Naan,North Indian Chinese Rolls,550
3.6/5,JP Nagar,Dessert Parlor,Prompt Service Friendly Staff,Ice Cream Desserts,300
4.0/5,JP Nagar,Cafe Quick Bites,Chicken Lollipop Dragon Rolls Pasta Alfredo Chicken Pakora Burgers Cappuccino Chicken Wings,Cafe Italian Chinese Beverages,1000
3.7/5,Jayanagar,Casual Dining,Salad Mocktails Chocolava Pesto Pasta Momos Jasmine Rice Tom Yum Soup,Chinese Thai Continental North Indian,700
3.9/5,JP Nagar,Casual Dining,Thali Kadhi Malpua Khichda Dahi Vada Dal Bati Churma Rabri,North Indian,900
3.6/5,Banashankari,Casual Dining,Sea Food Neer Dosa,Mangalorean Seafood North Indian,600
3.8/5,Wilson Garden,Casual Dining,Friendly Staff,Continental Chinese North Indian South Indian,1000
4.1/5,Basavanagudi,Cafe,Pasta Nachos Jalapeno Poppers Burrito Bowl Ferrero Rocher Shake Falafal Sandwich Banana Waffles,Cafe Continental Beverages Desserts,500
4.4/5,Jayanagar,Beverage Shop,Pasta Potato Fries Potato Wedges Hot Chocolate Chaat Filter Coffee Americano,Beverages Tea,250
3.9/5,Banashankari,Casual Dining,Spring Dosa Coffee Spring Roll Masala Papad Rava Idli Panneer Butter Masala Chaat,North Indian South Indian Chinese Fast Food Juices,750
3.9/5,Jayanagar,Sweet Shop,Dahi Papadi Chaat Papdi Chaat Bhel Puri Paratha Kachori Thali Masala Poori,Mithai Street Food,400
3.8/5,Banashankari,Casual Dining,Masala Papad Paneer Satay Paneer Hyderabadi Butter Naan Roti,North Indian Chinese,700
4.2/5,Jayanagar,Cafe,Pasta Tacos Macaroni Panna Cotta Salads Spaghetti Churros,Cafe Continental Sandwich Beverages,800
3.9/5,Jayanagar,Quick Bites,Vada Pav Misal Pav Sabudana Vada Dabeli Pav Bhaji Sabudana Khichdi Lassi,Street Food Maharashtrian,300
3.6/5,Jayanagar,Casual Dining,Ragi Mudde Lemon Chicken Chilli Chicken Chicken Curry Mutton Chops Mutton Biryani,South Indian Biryani Chinese North Indian,750
3.8/5,Basavanagudi,Casual Dining,Onion Rings Pasta Kadhai Paneer Salads Salad Roti Jeera Rice,North Indian,600
4.1/5,JP Nagar,Delivery,Chilli Chicken Butter Chicken Kadhai Paneer Hyderabadi Chicken Biryani Jeera Rice Ghee Rice Chicken Masala,Chinese North Indian,500
2.5/5,Basavanagudi,Quick Bites,Badam Milk Potato Twister Pav Bhaji Panipuri Tikki Chaat Cheese Cutlet,Fast Food,200
4.2/5,JP Nagar,Casual Dining Cafe,Burgers Egg Salad Pasta Pancakes Lasagne Pizza Lime Soda,Cafe Asian Burger Continental Italian Salad,600
4.1/5,Jayanagar,Casual Dining,Cocktails Paneer Tikka Rasmalai Rabri Masala Papad Vegetable Biryani Chicken Curry,North Indian Afghani Mughlai,1200
3.8/5,Jayanagar,Casual Dining,Hara Bhara Kebab Lunch Buffet Naan Babycorn Manchurian Malai Kofta Noodles Gulab Jamun,Biryani North Indian Chinese Rajasthani,600
4.3/5,Shanti Nagar,Casual Dining,Fish Dumplings Biryani Paneer Tikka Masala Manchow Soup Chicken Wings Chop Suey,Chinese North Indian Biryani Kebab,1200
4.1/5,Banashankari,Casual Dining,Momos Lunch Buffet Chocolate Nirvana Thai Green Curry Paneer Tikka Dum Biryani Chicken Biryani,Chinese North Indian Thai,800
4.1/5,Basavanagudi,Casual Dining,Chaap Matka Lassi Paneer Tikka Dal Makhani Chole Kulche Paneer Kulcha Paratha,North Indian Street Food,1000
3.9/5,Basavanagudi,Quick Bites,Sweet Pongal Curd Rice,South Indian,150
4.2/5,Jayanagar,Casual Dining,Lassi French Fries Cheese Balls Paneer Pakora Dal Makhani Buttermilk Cheese Paratha,North Indian,800
4.2/5,JP Nagar,Casual Dining,Egg Chilli Chilli Babycorn Chicken Curry Sweet Lassi Palak Paneer Chaach Butter Chicken,North Indian,800
2.5/5,Banashankari,Casual Dining,Paratha Boondi Raita Roti Kulfi Panneer Butter Masala Sweet Lassi Dal Tadka,North Indian,500
3.7/5,Basavanagudi,Casual Dining,Chaat Brownie Onion Rings Tomato Soup Paneer Manchurian Thali Faluda,North Indian Chinese South Indian Fast Food Juices,450
4.3/5,Jayanagar,Casual Dining,Momos Kimchi Veg Hakka Noodles Dumplings Vanilla Ice Cream Spring Roll Pan Fried Noodles,Chinese Momos,1700
4.0/5,Jayanagar,Quick Bites,Honey Chilli Potatoes Nachos Lemonade Hakka Noodles Babycorn Manchurian Mushroom Manchurian Spring Roll,South Indian Chinese,400
4.0/5,JP Nagar,Casual Dining,Manchow Soup Noodles Dragon Rolls Honey Chilli Potatoes Spring Roll,Chinese Thai,400
2.6/5,Basavanagudi,Quick Bites,Butter Naan Buttermilk Jowar Roti Panneer Butter Masala,South Indian North Indian Chinese,300
3.9/5,Basavanagudi,Quick Bites,Chicken Biryani Mutton Biryani Egg Biryani Chicken Fry Mutton Fry,South Indian Mangalorean,450
4.1/5,Jayanagar,Quick Bites,Benne Dosa Idli Coffee,South Indian,100
3.4/5,Basavanagudi,Cafe,Maggi Pasta Burgers Sandwiches Fries,Cafe Fast Food,400
3.8/5,Basavanagudi,Quick Bites,Sandwiches Chocolate Sandwich Chaat Veg Cheese Sandwich Chilli Cheese Corn Sandwich,Fast Food Street Food,150
3.9/5,Jayanagar,Casual Dining,Manchow Soup Momos Wonton Soup Chowmein American Chopsuey Chop Suey Manchurian,Chinese,700
4.1/5,Banashankari,Casual Dining,Pasta Lunch Buffet Masala Papad Paneer Lajawab Tomato Shorba Dum Biryani Sweet Corn Soup,North Indian Mughlai Chinese,800
3.5/5,Jayanagar,Casual Dining,Gajar Ka Halwa Lassi Jeera Rice Shahi Paneer Shikanji Makke Ki Roti Kofta Curry,North Indian,800
3.8/5,Jayanagar,Casual Dining,Spring Roll Tomato Soup Mocktails Sweet Corn Soup Gulab Jamun Roti Paneer Tikka,North Indian Mughlai Biryani,1200
4.0/5,Basavanagudi,Casual Dining,Paneer Tikka Masala Papad Garlic Naan,North Indian Chinese,750
